"Ticker","Name","Sector","Asset Class","Market Value","Weight (%)","Notional Value","Quantity","Price","Location","Exchange","Currency","FX Rate","Accrual Date"
"ORSTED","ORSTED A/S","Utilities","Equity","1067751.83","0.01326","1067751.83","43058","24.8","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"7453","RYOHIN KEIKAKU LTD","Consumer Discretionary","Equity","1065678.1","0.01324","1065678.1","48700","21.88","Japan","Tokyo Stock Exchange","USD","160.265","--"
"LYC","LYNAS RARE EARTHS LTD","Materials","Equity","1064848.88","0.01323","1064848.88","82809","12.86","Australia","Asx - All Markets","USD","1.41223","--"
"ITRK","INTERTEK GROUP PLC","Industrials","Equity","1063877.3","0.01321","1063877.3","14569","73.02","United Kingdom","London Stock Exchange","USD","0.74702","--"
"AGN","AEGON LTD","Financials","Equity","1062878.67","0.0132","1062878.67","127358","8.35","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","1061665.2","0.01319","1061665.2","22398","47.4","United States","NYSE","USD","1","--"
"SGE","THE SAGE GROUP PLC","Information Technology","Equity","1061765.78","0.01319","1061765.78","91168","11.65","United Kingdom","London Stock Exchange","USD","0.74702","--"
"BN4","KEPPEL LTD","Industrials","Equity","1061464.7","0.01318","1061464.7","129200","8.22","Singapore","Singapore Exchange","USD","1.289","--"
"TEN","TENARIS SA","Energy","Equity","1060441.5","0.01317","1060441.5","33853","31.32","Italy","Borsa Italiana","USD","0.86513","--"
"CARL B","CARLSBERG AS CL B","Consumer Staples","Equity","1055135.05","0.01311","1055135.05","8351","126.35","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"METSO","METSO CORPORATION","Industrials","Equity","1054663.09","0.0131","1054663.09","57169","18.45","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","Information Technology","Equity","1053012.46","0.01308","1053012.46","7753","135.82","Israel","NASDAQ","USD","1","Jun 28, 1996"
"IAG","IA FINANCIAL INC","Financials","Equity","1052342.02","0.01307","1052342.02","8298","126.82","Canada","Toronto Stock Exchange","USD","1.39175","--"
"7832","BANDAI NAMCO HOLDINGS INC","Consumer Discretionary","Equity","1050883.85","0.01305","1050883.85","44900","23.4","Japan","Tokyo Stock Exchange","USD","160.265","--"
"6","POWER ASSETS HOLDINGS LTD","Utilities","Equity","1050996.51","0.01305","1050996.51","146000","7.2","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"HEN3","HENKEL & KGAA PREF AG","Consumer Staples","Equity","1049088.6","0.01303","1049088.6","13526","77.56","Germany","Xetra","USD","0.86513","--"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","1046661","0.013","1046661","82740","12.65","United States","NYSE","USD","1","--"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Financials","Equity","1040550.02","0.01292","1040550.02","34246","30.38","Australia","Asx - All Markets","USD","1.41223","--"
"AKZA","AKZO NOBEL NV","Materials","Equity","1034722.89","0.01285","1034722.89","15617","66.26","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"FORTUM","FORTUM","Utilities","Equity","1030138.09","0.01279","1030138.09","42177","24.42","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"SVT","SEVERN TRENT PLC","Utilities","Equity","1028998.52","0.01278","1028998.52","25934","39.68","United Kingdom","London Stock Exchange","USD","0.74702","--"
"KEY","KEYERA CORP","Energy","Equity","1027541.4","0.01276","1027541.4","24858","41.34","Canada","Toronto Stock Exchange","USD","1.39175","--"
"CG","CARLYLE GROUP INC","Financials","Equity","1024301.84","0.01272","1024301.84","23558","43.48","United States","NASDAQ","USD","1","--"
"9531","TOKYO GAS LTD","Utilities","Equity","1023523.54","0.01271","1023523.54","26500","38.62","Japan","Tokyo Stock Exchange","USD","160.265","--"
"8795","T&D HOLDINGS INC","Financials","Equity","1018987.3","0.01266","1018987.3","37200","27.39","Japan","Tokyo Stock Exchange","USD","160.265","--"
"7735","SCREEN HOLDINGS LTD","Information Technology","Equity","1016609.99","0.01263","1016609.99","12900","78.81","Japan","Tokyo Stock Exchange","USD","160.265","--"
"PNR","PENTAIR","Industrials","Equity","1015248.85","0.01261","1015248.85","13879","73.15","United States","NYSE","USD","1","--"
"1802","OBAYASHI CORP","Industrials","Equity","1013938.79","0.01259","1013938.79","51900","19.54","Japan","Tokyo Stock Exchange","USD","160.265","--"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumer Discretionary","Equity","1004934.58","0.01248","1004934.58","193600","5.19","Japan","Tokyo Stock Exchange","USD","160.265","--"
"TOST","TOAST INC CLASS A","Financials","Equity","1002010.24","0.01245","1002010.24","40666","24.64","United States","NYSE","USD","1","--"
"ASRNL","ASR NEDERLAND NV","Financials","Equity","998948.89","0.01241","998948.89","13670","73.08","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"CLX","CLOROX","Consumer Staples","Equity","997319.16","0.01239","997319.16","10594","94.14","United States","NYSE","USD","1","--"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","996449.04","0.01238","996449.04","7542","132.12","United States","NASDAQ","USD","1","--"
"CICT","CAPITALAND INTEGRATED COMMERCIAL T","Real Estate","Equity","994867.56","0.01236","994867.56","564927","1.76","Singapore","Singapore Exchange","USD","1.289","--"
"FGR","EIFFAGE SA","Industrials","Equity","990065.63","0.0123","990065.63","6855","144.43","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"AKRBP","AKER BP","Energy","Equity","989568.81","0.01229","989568.81","26753","36.99","Norway","Oslo Bors Asa","USD","9.4217","--"
"ALLE","ALLEGION PLC","Industrials","Equity","989606.48","0.01229","989606.48","7603","130.16","United States","NYSE","USD","1","--"
"NWSA","NEWS CORP CLASS A","Communication","Equity","987002.82","0.01226","987002.82","36207","27.26","United States","NASDAQ","USD","1","--"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","985482.08","0.01224","985482.08","22349","44.1","United Kingdom","London Stock Exchange","USD","0.74702","--"
"BKT","BANKINTER SA","Financials","Equity","984489.88","0.01223","984489.88","60663","16.23","Spain","Bolsa De Madrid","USD","0.86513","--"
"BEAN","BELIMO N AG","Industrials","Equity","981880","0.0122","981880","864","1136.44","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"3","HONG KONG AND CHINA GAS LTD","Utilities","Equity","980661.66","0.01218","980661.66","1126589","0.87","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"AGS","AGEAS SA","Financials","Equity","980839.52","0.01218","980839.52","13363","73.4","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86513","--"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrials","Equity","978432","0.01215","978432","15600","62.72","Hong Kong","Singapore Exchange","USD","1","--"
"6479","MINEBEA MITSUMI INC","Industrials","Equity","978451.94","0.01215","978451.94","31400","31.16","Japan","Tokyo Stock Exchange","USD","160.265","--"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","973996.98","0.0121","973996.98","3102","313.99","United States","NASDAQ","USD","1","--"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","963042.25","0.01196","963042.25","8","120380.28","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"1928","SEKISUI HOUSE LTD","Consumer Discretionary","Equity","963308.27","0.01196","963308.27","48200","19.99","Japan","Tokyo Stock Exchange","USD","160.265","--"
"PODD","INSULET CORP","Health Care","Equity","961455.5","0.01194","961455.5","6275","153.22","United States","NASDAQ","USD","1","--"
"EDV","ENDEAVOUR MINING","Materials","Equity","936679.17","0.01163","936679.17","17603","53.21","United Kingdom","London Stock Exchange","USD","0.74702","--"
"8473","SBI HOLDINGS INC","Financials","Equity","929357","0.01154","929357","51600","18.01","Japan","Tokyo Stock Exchange","USD","160.265","--"
"X","TMX GROUP LTD","Financials","Equity","927743.26","0.01152","927743.26","26053","35.61","Canada","Toronto Stock Exchange","USD","1.39175","--"
"BNZL","BUNZL","Industrials","Equity","920486.93","0.01143","920486.93","27839","33.06","United Kingdom","London Stock Exchange","USD","0.74702","--"
"CA","CARREFOUR SA","Consumer Staples","Equity","913363.4","0.01134","913363.4","48477","18.84","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"GIL","GILDAN ACTIVEWEAR INC","Consumer Discretionary","Equity","911203.09","0.01132","911203.09","15785","57.73","Canada","Toronto Stock Exchange","USD","1.39175","--"
"OMV","OMV AG","Energy","Equity","910920.87","0.01131","910920.87","12430","73.28","Austria","Wiener Boerse Ag","USD","0.86513","--"
"AC","ACCOR SA","Consumer Discretionary","Equity","908978.66","0.01129","908978.66","17325","52.47","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"TEL2 B","TELE2 B","Communication","Equity","906586.3","0.01126","906586.3","49067","18.48","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"MPL","MEDIBANK PRIVATE LTD","Financials","Equity","902981.84","0.01122","902981.84","266782","3.38","Australia","Asx - All Markets","USD","1.41223","--"
"MNG","M&G PLC","Financials","Equity","896776.76","0.01114","896776.76","214784","4.18","United Kingdom","London Stock Exchange","USD","0.74702","--"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","894815.76","0.01111","894815.76","7468","119.82","United States","NYSE","USD","1","--"
"3402","TORAY INDUSTRIES INC","Materials","Equity","888718.68","0.01104","888718.68","127000","7","Japan","Tokyo Stock Exchange","USD","160.265","--"
"288","WH GROUP LTD","Consumer Staples","Equity","886395.4","0.01101","886395.4","772500","1.15","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"FOX","FOX CORP CLASS B","Communication","Equity","880355.76","0.01093","880355.76","14702","59.88","United States","NASDAQ","USD","1","--"
"APA","APA GROUP UNITS","Utilities","Equity","874619.06","0.01086","874619.06","118880","7.36","Australia","Asx - All Markets","USD","1.41223","--"
"MOWI","MOWI","Consumer Staples","Equity","869998.43","0.01081","869998.43","42938","20.26","Norway","Oslo Bors Asa","USD","9.4217","--"
"MKS","MARKS AND SPENCER GROUP PLC","Consumer Staples","Equity","861904.73","0.01071","861904.73","176352","4.89","United Kingdom","London Stock Exchange","USD","0.74702","--"
"TEL","TELENOR","Communication","Equity","855650.93","0.01063","855650.93","54178","15.79","Norway","Oslo Bors Asa","USD","9.4217","--"
"PSON","PEARSON PLC","Consumer Discretionary","Equity","856049.86","0.01063","856049.86","55152","15.52","United Kingdom","London Stock Exchange","USD","0.74702","Jan 02, 1985"
"BVI","BUREAU VERITAS SA","Industrials","Equity","855116.7","0.01062","855116.7","28864","29.63","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"ATRL","ATKINSREALIS GROUP INC","Industrials","Equity","855309.88","0.01062","855309.88","14876","57.5","Canada","Toronto Stock Exchange","USD","1.39175","--"
"SKF B","SKF B","Industrials","Equity","854571.8","0.01061","854571.8","32682","26.15","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"GALP","GALP ENERGIA SGPS SA CLASS B","Energy","Equity","845980.09","0.01051","845980.09","38000","22.26","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.86513","--"
"RXL","REXEL SA","Industrials","Equity","840175.16","0.01044","840175.16","19800","42.43","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"C6L","SINGAPORE AIRLINES LTD","Industrials","Equity","839752.52","0.01043","839752.52","155300","5.41","Singapore","Singapore Exchange","USD","1.289","--"
"EVO","EVOLUTION","Consumer Discretionary","Equity","837409.96","0.0104","837409.96","11321","73.97","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"7186","YOKOHAMA FINANCIAL GROUP INC","Financials","Equity","837553.43","0.0104","837553.43","81500","10.28","Japan","Tokyo Stock Exchange","USD","160.265","--"
"4684","OBIC LTD","Information Technology","Equity","834651.98","0.01037","834651.98","33500","24.91","Japan","Tokyo Stock Exchange","USD","160.265","--"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","834212.26","0.01036","834212.26","4321","193.06","United States","NYSE","USD","1","--"
"EPI B","EPIROC CLASS B","Industrials","Equity","829938.39","0.01031","829938.39","33449","24.81","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"XRO","XERO LTD","Information Technology","Equity","824790.19","0.01024","824790.19","14694","56.13","Australia","Asx - All Markets","USD","1.41223","--"
"HOT","HOCHTIEF AG","Industrials","Equity","823870.04","0.01023","823870.04","1437","573.32","Germany","Xetra","USD","0.86513","--"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","818892","0.01017","818892","76176","10.75","United States","NYSE","USD","1","--"
"G1A","GEA GROUP AG","Industrials","Equity","816039.97","0.01014","816039.97","12930","63.11","Germany","Xetra","USD","0.86513","--"
"HEIO","HEINEKEN HOLDING NV","Consumer Staples","Equity","814882.91","0.01012","814882.91","11557","70.51","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"UNI","UNIPOL ASSICURAZIONI SPA","Financials","Equity","813424.78","0.0101","813424.78","33719","24.12","Italy","Borsa Italiana","USD","0.86513","--"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","812174","0.01009","812174","110200","7.37","Hong Kong","Singapore Exchange","USD","1","--"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","807777.2","0.01003","807777.2","7640","105.73","United States","NASDAQ","USD","1","--"
"BCP","BANCO COMERCIAL PORTUGUES SA","Financials","Equity","803084.71","0.00997","803084.71","749159","1.07","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.86513","--"
"STN","STANTEC INC","Industrials","Equity","801856.25","0.00996","801856.25","10839","73.98","Canada","Toronto Stock Exchange","USD","1.39175","--"
"NTGY","NATURGY ENERGY GROUP SA","Utilities","Equity","801303.12","0.00995","801303.12","23954","33.45","Spain","Bolsa De Madrid","USD","0.86513","--"
"ADDT B","ADDTECH CLASS B","Industrials","Equity","798112.08","0.00991","798112.08","23174","34.44","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Health Care","Equity","794379.65","0.00987","794379.65","16775","47.35","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"FRES","FRESNILLO PLC","Materials","Equity","790607.95","0.00982","790607.95","19779","39.97","United Kingdom","London Stock Exchange","USD","0.74702","--"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","788015.39","0.00979","788015.39","6173982","12.76","Hong Kong","--","USD","7.83485","--"
"UHR","THE SWATCH GROUP AG","Consumer Discretionary","Equity","783094.76","0.00973","783094.76","3059","256","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"CCL.B","CCL INDUSTRIES INC CLASS B","Materials","Equity","777133.47","0.00965","777133.47","12953","60","Canada","Toronto Stock Exchange","USD","1.39175","--"
"AUD","AUD CASH","Cash and/or Derivatives","Cash","773698.05","0.00961","773698.05","1092640","70.81","Australia","--","USD","1.41223","--"
"4188","MITSUBISHI CHEMICAL GROUP CORP","Materials","Equity","766747.57","0.00952","766747.57","115600","6.63","Japan","Tokyo Stock Exchange","USD","160.265","--"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrials","Equity","765638.22","0.00951","765638.22","229233","3.34","Singapore","NASDAQ","USD","1","--"
"ERF","EUROFINS SCIENTIFIC","Health Care","Equity","763467.42","0.00948","763467.42","10174","75.04","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"FME","FRESENIUS MEDICAL CARE AG","Health Care","Equity","762120.03","0.00947","762120.03","17269","44.13","Germany","Xetra","USD","0.86513","--"
"EFN","ELEMENT FLEET MANAGEMENT CORP","Industrials","Equity","762285.46","0.00947","762285.46","39601","19.25","Canada","Toronto Stock Exchange","USD","1.39175","--"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","761424.14","0.00946","761424.14","21404","35.57","Canada","Toronto Stock Exchange","USD","1.39175","--"
"SKA B","SKANSKA B","Industrials","Equity","757915.49","0.00941","757915.49","29151","26","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"MAERSK B","A P MOLLER MAERSK B","Industrials","Equity","752135.32","0.00934","752135.32","273","2755.07","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"YAR","YARA INTERNATIONAL","Materials","Equity","742459.99","0.00922","742459.99","14169","52.4","Norway","Oslo Bors Asa","USD","9.4217","--"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industrials","Equity","737582.1","0.00916","737582.1","151996","4.85","New Zealand","New Zealand Exchange Ltd","USD","1.71659","--"
"TREL B","TRELLEBORG B","Industrials","Equity","735760.11","0.00914","735760.11","16680","44.11","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"MICC","MAGNUM ICE CREAM NV","Consumer Staples","Equity","734751.51","0.00913","734751.51","42828","17.16","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"ABF","ASSOCIATED BRITISH FOODS PLC","Consumer Staples","Equity","733776.29","0.00911","733776.29","29407","24.95","United Kingdom","London Stock Exchange","USD","0.74702","--"
"ORNBV","ORION CLASS B","Health Care","Equity","731581.65","0.00909","731581.65","9061","80.74","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"7270","SUBARU CORP","Consumer Discretionary","Equity","732069.39","0.00909","732069.39","47800","15.32","Japan","Tokyo Stock Exchange","USD","160.265","--"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Equity","729233.65","0.00906","729233.65","13821","52.76","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"LI","KLEPIERRE REIT SA","Real Estate","Equity","729235","0.00906","729235","18181","40.11","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"BNR","BRENNTAG","Industrials","Equity","725226.46","0.00901","725226.46","11046","65.65","Germany","Xetra","USD","0.86513","--"
"CON","CONTINENTAL AG","Consumer Discretionary","Equity","721947.31","0.00897","721947.31","9094","79.39","Germany","Xetra","USD","0.86513","--"
"MRO","MELROSE INDUSTRIES PLC","Industrials","Equity","717666.96","0.00891","717666.96","114701","6.26","United Kingdom","London Stock Exchange","USD","0.74702","--"
"MAERSK A","A P MOLLER MAERSK","Industrials","Equity","713309.88","0.00886","713309.88","266","2681.62","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"4523","EISAI LTD","Health Care","Equity","708997.6","0.00881","708997.6","30100","23.55","Japan","Tokyo Stock Exchange","USD","160.265","--"
"6586","MAKITA CORP","Industrials","Equity","708382.99","0.0088","708382.99","20500","34.56","Japan","Tokyo Stock Exchange","USD","160.265","--"
"CLAR","CAPITALAND ASCENDAS REIT","Real Estate","Equity","707585.06","0.00879","707585.06","369262","1.92","Singapore","Singapore Exchange","USD","1.289","--"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","706592.21","0.00878","706592.21","82000","8.62","Japan","Tokyo Stock Exchange","USD","160.265","--"
"KBX","KNORR BREMSE AG","Industrials","Equity","707003.92","0.00878","707003.92","6080","116.28","Germany","Xetra","USD","0.86513","--"
"SECU B","SECURITAS B","Industrials","Equity","703339.02","0.00874","703339.02","42520","16.54","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"TLC","THE LOTTERY CORPORATION LTD","Consumer Discretionary","Equity","703395.07","0.00874","703395.07","190298","3.7","Australia","Asx - All Markets","USD","1.41223","--"
"IFT","INFRATIL LTD","Financials","Equity","700551.06","0.0087","700551.06","77987","8.98","New Zealand","New Zealand Exchange Ltd","USD","1.71659","--"
"TRYG","TRYG","Financials","Equity","700633.72","0.0087","700633.72","30632","22.87","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"1803","SHIMIZU CORP","Industrials","Equity","699757.9","0.00869","699757.9","44600","15.69","Japan","Tokyo Stock Exchange","USD","160.265","--"
"EQX","EQUINOX GOLD CORP","Materials","Equity","697818.77","0.00867","697818.77","64488","10.82","Canada","Toronto Stock Exchange","USD","1.39175","--"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","697829.22","0.00867","697829.22","25200","27.69","Japan","Tokyo Stock Exchange","USD","160.265","--"
"CAE","CAE INC","Industrials","Equity","697597.79","0.00866","697597.79","27318","25.54","Canada","Toronto Stock Exchange","USD","1.39175","--"
"DHER","DELIVERY HERO","Consumer Discretionary","Equity","696460.67","0.00865","696460.67","15351","45.37","Germany","Xetra","USD","0.86513","--"
"AM","DASSAULT AVIATION SA","Industrials","Equity","694650.13","0.00863","694650.13","2018","344.23","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"COLO B","COLOPLAST B","Health Care","Equity","692069.3","0.0086","692069.3","11663","59.34","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"ELI","ELIA GROUP SA","Utilities","Equity","691340.32","0.00859","691340.32","4414","156.62","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86513","--"
"66","MTR CORPORATION CORP LTD","Industrials","Equity","690647.56","0.00858","690647.56","172000","4.02","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Financials","Equity","687551.51","0.00854","687551.51","12080","56.92","Austria","Wiener Boerse Ag","USD","0.86513","--"
"9021","WEST JAPAN RAILWAY","Industrials","Equity","685566.41","0.00852","685566.41","43800","15.65","Japan","Tokyo Stock Exchange","USD","160.265","--"
"6841","YOKOGAWA ELECTRIC CORP","Information Technology","Equity","684778.34","0.00851","684778.34","21000","32.61","Japan","Tokyo Stock Exchange","USD","160.265","--"
"BS6","YANGZIJIANG SHIPBUILDING (HOLDINGS","Industrials","Equity","679163.69","0.00844","679163.69","247300","2.75","Singapore","Singapore Exchange","USD","1.289","--"
"BEI","BEIERSDORF AG","Consumer Staples","Equity","675785.38","0.00839","675785.38","8352","80.91","Germany","Xetra","USD","0.86513","--"
"HM B","HENNES & MAURITZ","Consumer Discretionary","Equity","672401.53","0.00835","672401.53","38132","17.63","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"ORK","ORKLA","Consumer Staples","Equity","670109.53","0.00832","670109.53","64490","10.39","Norway","Oslo Bors Asa","USD","9.4217","--"
"SAP","SAPUTO INC","Consumer Staples","Equity","668048.51","0.0083","668048.51","21703","30.78","Canada","Toronto Stock Exchange","USD","1.39175","--"
"IG","ITALGAS","Utilities","Equity","656308.55","0.00815","656308.55","54912","11.95","Italy","Borsa Italiana","USD","0.86513","--"
"5201","AGC INC","Industrials","Equity","656387.86","0.00815","656387.86","13600","48.26","Japan","Tokyo Stock Exchange","USD","160.265","--"
"7272","YAMAHA MOTOR LTD","Consumer Discretionary","Equity","655284.68","0.00814","655284.68","85800","7.64","Japan","Tokyo Stock Exchange","USD","160.265","--"
"27","GALAXY ENTERTAINMENT GROUP LTD","Consumer Discretionary","Equity","653082.06","0.00811","653082.06","164000","3.98","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"TIGO","MILLICOM INTERNATIONAL CELLULAR SA","Communication","Equity","652352.72","0.0081","652352.72","7892","82.66","Sweden","NASDAQ","USD","1","--"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Equity","651195.57","0.00809","651195.57","6981","93.28","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86513","--"
"KGF","KINGFISHER PLC","Consumer Discretionary","Equity","650882.35","0.00808","650882.35","171145","3.8","United Kingdom","London Stock Exchange","USD","0.74702","--"
"LIFCO B","LIFCO CLASS B","Industrials","Equity","643388.78","0.00799","643388.78","20052","32.09","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"ANA","ACCIONA SA","Utilities","Equity","642872.05","0.00798","642872.05","2259","284.58","Spain","Bolsa De Madrid","USD","0.86513","--"
"QIA","QIAGEN NV","Health Care","Equity","640261.98","0.00795","640261.98","17353","36.9","Germany","Deutsche Boerse Xetra","USD","0.86513","--"
"ALO","ALSTOM SA","Industrials","Equity","639068","0.00794","639068","32247","19.82","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"SCHN","SCHINDLER HOLDING AG","Industrials","Equity","634446.89","0.00788","634446.89","1972","321.73","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrials","Equity","632067.17","0.00785","632067.17","112283","5.63","Spain","Bolsa De Madrid","USD","0.86513","--"
"HEN","HENKEL AG","Consumer Staples","Equity","630039.02","0.00783","630039.02","8728","72.19","Germany","Xetra","USD","0.86513","--"
"BCE","BCE INC","Communication","Equity","629706.37","0.00782","629706.37","25746","24.46","Canada","Toronto Stock Exchange","USD","1.39175","--"
"4689","LY CORP","Communication","Equity","628553.96","0.00781","628553.96","246900","2.55","Japan","Tokyo Stock Exchange","USD","160.265","--"
"PNDORA","PANDORA","Consumer Discretionary","Equity","627994.77","0.0078","627994.77","7011","89.57","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"SRT3","SARTORIUS PREF AG","Health Care","Equity","626000.3","0.00778","626000.3","2288","273.6","Germany","Xetra","USD","0.86513","--"
"TLX","TALANX AG","Financials","Equity","625717.8","0.00777","625717.8","5479","114.2","Germany","Xetra","USD","0.86513","--"
"DSG","DESCARTES SYSTEMS GROUP INC","Information Technology","Equity","624801.44","0.00776","624801.44","8258","75.66","Canada","Toronto Stock Exchange","USD","1.39175","--"
"AZRG","AZRIELI GROUP LTD","Real Estate","Equity","619572.29","0.0077","619572.29","4163","148.83","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"EXO","EXOR NV","Financials","Equity","609059.89","0.00756","609059.89","8020","75.94","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"8331","CHIBA BANK LTD","Financials","Equity","606023.77","0.00753","606023.77","40800","14.85","Japan","Tokyo Stock Exchange","USD","160.265","--"
"9107","KAWASAKI KISEN LTD","Industrials","Equity","603461.14","0.0075","603461.14","35800","16.86","Japan","Tokyo Stock Exchange","USD","160.265","--"
"8593","MITSUBISHI HC CAPITAL INC","Financials","Equity","599468.07","0.00745","599468.07","75500","7.94","Japan","Tokyo Stock Exchange","USD","160.265","--"
"PME","PRO MEDICUS LTD","Health Care","Equity","597121.78","0.00742","597121.78","5091","117.29","Australia","Asx - All Markets","USD","1.41223","--"
"4911","SHISEIDO LTD","Consumer Staples","Equity","597132.56","0.00742","597132.56","37100","16.1","Japan","Tokyo Stock Exchange","USD","160.265","--"
"8113","UNICHARM CORP","Consumer Staples","Equity","595616.01","0.0074","595616.01","105500","5.65","Japan","Tokyo Stock Exchange","USD","160.265","--"
"7912","DAI NIPPON PRINTING LTD","Industrials","Equity","593827.72","0.00738","593827.72","36200","16.4","Japan","Tokyo Stock Exchange","USD","160.265","--"
"SDLF","STANDARD LIFE PLC","Financials","Equity","587664.69","0.0073","587664.69","57839","10.16","United Kingdom","London Stock Exchange","USD","0.74702","--"
"CAR","CAR GROUP LTD","Communication","Equity","585135.46","0.00727","585135.46","31230","18.74","Australia","Asx - All Markets","USD","1.41223","--"
"SGP","STOCKLAND STAPLED UNITS LTD","Real Estate","Equity","580945.16","0.00722","580945.16","214211","2.71","Australia","Asx - All Markets","USD","1.41223","--"
"VCX","VICINITY CENTRES","Real Estate","Equity","580587.7","0.00721","580587.7","337417","1.72","Australia","Asx - All Markets","USD","1.41223","--"
"SBRY","SAINSBURY(J) PLC","Consumer Staples","Equity","580785.21","0.00721","580785.21","144379","4.02","United Kingdom","London Stock Exchange","USD","0.74702","Jan 02, 1985"
"STERV","STORA ENSO CLASS R","Materials","Equity","579315.6","0.0072","579315.6","49844","11.62","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
